map_order,title,year,first_broadcast_date,source,broadcasting_station,cluster,form,genre,protagonist_verified,protagonist_role,author,director,url,description
378,"Comeback – Porträt einer Frau, die singt",1977,09.10.1977,DRA,NDR 3,Biofiction,original radio play,Originalhörspiel,Mona Lehner,actor; musician; woman,Paul Pörtner,Paul Pörtner,https://hoerspiele.dra.de/detailansicht/4954569,"""Mona Lehner had enjoyed success with chansons after a career as an actress. After a car accident, she withdrew and was quiet for ten years."
379,Meine Erinnerungen reißen mich in Stücke,2018,03.06.2018,DRA,Deutschlandfunk Kultur,Biofiction,original radio play,Originalhörspiel,Mary Shelley,author; woman,Cristin König,Cristin König,https://hoerspiele.dra.de/detailansicht/4954237,"During a gloomy week on Lake Geneva, the monster “Frankenstein” comes to life. A special company meets at Lake Geneva: Lord Byron, Percy Shelley, Mary Shelley, her stepsister and a doctor friend."
380,Hölderlin. Geschichte einer Abschiebung,2018,20.07.2018,DRA,Bayern 2,Based on letters,original radio play,Originalhörspiel,an immigrant rapper,musician; immigrant,Klaus Buhlert,Klaus Buhlert,https://hoerspiele.dra.de/detailansicht/4954716,"Director and composer Klaus Buhlert has taken Hölderlin's letters and poems and transported them into our time in his own way: by having an immigrant rapper choose Hölderlin's poems in the ""German test for immigrants"" and recite them in the oral exam."
381,Djati Luwih – schönes Land,1979,24.11.1979,DRA,RIAS 2,Sound art,sound art,"Originalhörspiel, Ars acustica",Bali,place,Hansjörg Schmitthenner,Hansjörg Schmitthenner,https://hoerspiele.dra.de/detailansicht/4959106,"""I didn't want to describe Ball in words - the people of this island, their customs, their religious rites, their music, the natural sounds that surround them - but in acoustic images."
382,1918 Abschied,2018,21.10.2018,DRA,SWR4 Baden-Württemberg,Based on letters,original radio play,"Originalhörspiel, Mundarthörspiel",Siebler-Ferry family,family; ordinary person,Martin Graff,Martin Graff,https://hoerspiele.dra.de/detailansicht/4955843,1918 was a fateful year for many people in Europe. Boundaries were pushed on the battlefield and on the chessboard. Alsace found its way back to France after 48 years of German rule.
383,Der Hörspielautor Werner Buhss,2019,14.01.2019,DRA,MDR KULTUR,Biography,portrait,Porträt,Werner Buhss,author,Matthias Thalheim,Matthias Thalheim,https://hoerspiele.dra.de/detailansicht/4963362,"Werner Buhss, the son of a doctor and a new teacher, was born in Magdeburg on January 14, 1949. He grew up in Frankfurt (Oder) and attended the extended high school here until the 11th grade."
384,Akte 88 (9. Folge: Zweieinhalb Jahre Tibet),2018,27.09.2018,DRA,SWR2,Biography,feature / documentary,"Originalhörspiel, Dokumentarhörspiel, Feature, Satire",conspiracy theorists,collective; ordinary person,Walter Filz; Michael Lissek,Walter Filz; Michael Lissek,https://hoerspiele.dra.de/detailansicht/4962886,"“Files 88” deals with conspiracy theories. Hitler did not shoot himself in the Führerbunker, but fled. To this day, Hitler's alleged escape is one of the most widespread conspiracy theories in history."
385,False Memory,2019,30.08.2019,DRA,WDR 3,Biofiction,original radio play,"Originalhörspiel, Kriminalhörspiel",Agnes Winkel,fictional character; woman,Sandra Doedter,Thomas Leutzbach,https://hoerspiele.dra.de/detailansicht/4970577,How much can we trust our memories? Do we really know exactly what happened on that one special day 20 or 30 years ago? Or can certain influences cause us to remember something completely wrong?
386,Die Stadt und die Stimmen,2019,12.11.2019,DRA,Deutschlandfunk Kultur,Sound art,original radio play,Originalhörspiel,Cologne,place,Jürgen Becker,Karl-Heinz Stevens,https://hoerspiele.dra.de/detailansicht/4974424,"""Out and about in the city that I think I know well. Soon I realize that I'm wrong. What I still know are memories of the city."" (Jürgen Becker) For three years, radio maker Karl-Heinz Stevens roamed Cologne with a microphone and audio recorder and recorded a variety of noises and acoustic experiences."
387,Erinnerungen einer Überflüssigen (1. Teil),2020,31.05.2020,DRA,Bayern 2,Autobiographical lives,adaptation,Hörspielbearbeitung,Lena Christ,author; woman,Lena Christ,Stefanie Ramb,https://hoerspiele.dra.de/detailansicht/4975759,"“I have often tried to recall my earliest childhood, but my memory only lasts up to the age of five and is already partially erased.” This is how Christ's moving autobiography begins, which she published in 1912 with the support of Ludwig Thoma."
388,Erinnerungen einer Überflüssigen (2. Teil),2020,01.06.2020,DRA,Bayern 2,Autobiographical lives,adaptation,Hörspielbearbeitung,Lena Christ,author; woman,Lena Christ,Stefanie Ramb,https://hoerspiele.dra.de/detailansicht/4975760,"“I have often tried to recall my earliest childhood, but my memory only lasts up to the age of five and is already partially erased.” This is how Christ's moving autobiography begins, which she published in 1912 with the support of Ludwig Thoma."
389,Hölderlin schüttelt mich,2020,15.03.2020,DRA,SWR4 Baden-Württemberg,Biography,adaptation,"Hörspielbearbeitung, Mundarthörspiel",Friedrich Hölderlin,author,Wilhelm Friedrich Waiblinger,Nicole Paulsen,https://hoerspiele.dra.de/detailansicht/4976018,"»I tried harder than most to endure his moods, and while the few of his former friends who visited him in his now more than twenty years of solitude might only linger for a few moments, it was because their pity became too active, that they were too deeply affected by the appearance of such a deplorable mental decay..."
390,Zusammen Walden (1. Teil: Sparsamkeit),2020,03.04.2020,DRA,WDR 3,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung",Henry David Thoreau,author,Henry David Thoreau,N. N.,https://hoerspiele.dra.de/detailansicht/4979045,"Henry Thoreau's ""Walden"" is not only a classic in the USA. The book describes the experiences of the poet, who, at the age of 27, retreated to a self-made log cabin in the forest in the middle of the 19th century."
391,Zusammen Walden (2. Teil),2020,28.07.2020,DRA,WDR 3,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung",Henry David Thoreau,author,Henry David Thoreau,,https://hoerspiele.dra.de/detailansicht/4980800,"Henry David Thoreau's classic and at the same time a handbook for everyone who explores alternative ways of life was intended to be created as a radio work to explore the question together with world literature: How can, how should we live?"
392,Zusammen Walden (3. Teil),2020,29.07.2020,DRA,WDR 3,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung",Henry David Thoreau,author,Henry David Thoreau,,https://hoerspiele.dra.de/detailansicht/4980801,"Henry David Thoreau's classic and at the same time a handbook for everyone who explores alternative ways of life was intended to be created as a radio work to explore the question together with world literature: How can, how should we live?"
393,Zusammen Walden (1. Teil: Hast Du Schlösser in die Luft gebaut),2020,27.07.2020,DRA,WDR 3,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung",Henry David Thoreau,author,Henry David Thoreau,,https://hoerspiele.dra.de/detailansicht/4980798,"Henry David Thoreau's classic and at the same time a handbook for everyone who explores alternative ways of life was intended to be created as a radio work to explore the question together with world literature: How can, how should we live?"
394,Zusammen Walden (4. Teil),2020,30.07.2020,DRA,WDR 3,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung",Henry David Thoreau,author,Henry David Thoreau,,https://hoerspiele.dra.de/detailansicht/4980802,"Henry David Thoreau's classic and at the same time a handbook for everyone who explores alternative ways of life was intended to be created as a radio work to explore the question together with world literature: How can, how should we live?"
395,Überweben,2020,20.09.2020,DRA,Deutschlandfunk Kultur,Based on letters,original radio play,Originalhörspiel,Etel Adnan,author; artist; woman,Etel Adnan,Ulrike Haage,https://hoerspiele.dra.de/detailansicht/4983605,"The radio work is based on letters from Etel Adnan, who was then teaching Philosophy of the Arts at San Rafael College in California. Ten Monday letters, written in 1968 to her friend Claire Paget in Beirut, are about the art of so-called primitive weaving by the weaver Ida Grae, known for her research in this field."
396,Das Hörspiel vom Hörspiel 2020,2020,01.12.2020,DRA,SWR2,Sound art,portrait,"Wort-Musik-Sendung, Porträt, Ars acustica",works from the Karl Sczuka Prize competition,artist collective,Julia Mihaly,Julia Mihaly,https://hoerspiele.dra.de/detailansicht/4983915,"In 1931, Friedrich Bischoff, then artistic director in Breslau, presented excerpts from new radio work productions at the “Rundfunk-und Phonoschau Berlin”, the forerunner of today's radio exhibition."
397,Götterdämmerung in Nürnberg (1. Teil der vierteiligen Fassung),2020,23.11.2020,DRA,WDR 3,Based on diaries,adaptation,Hörspielbearbeitung,Gustav M. Gilbert,psychologist,Gustav M. Gilbert,Heinz Wilhelm Schwarz,https://hoerspiele.dra.de/detailansicht/4984462,"During the Nazi war crimes trials, the American forensic psychologist G.M. Gilbert had access to all defendants. He recorded his conversations with Herman Göring, Albert Speer and Franz von Papen in his “Nuremberg Diary”."
398,Götterdämmerung in Nürnberg (2. Teil der vierteiligen Fassung),2020,24.11.2020,DRA,WDR 3,Based on diaries,adaptation,Hörspielbearbeitung,Gustav M. Gilbert,psychologist,Gustav M. Gilbert,Heinz Wilhelm Schwarz,https://hoerspiele.dra.de/detailansicht/4984463,"During the Nazi war crimes trials, the American forensic psychologist G.M. Gilbert had access to all defendants. He recorded his conversations with Herman Göring, Albert Speer and Franz von Papen in his “Nuremberg Diary”."
399,Götterdämmerung in Nürnberg (3. Teil der vierteiligen Fassung),2020,25.11.2020,DRA,WDR 3,Based on diaries,adaptation,Hörspielbearbeitung,Gustav M. Gilbert and the Nuremberg trial defendants,psychologist; politician,Gustav M. Gilbert,Heinz Wilhelm Schwarz,https://hoerspiele.dra.de/detailansicht/4984473,"During the Nazi war crimes trials, the American forensic psychologist G.M. Gilbert had access to all defendants. He recorded his conversations with Herman Göring, Albert Speer and Franz von Papen in his “Nuremberg Diary”."
400,Götterdämmerung in Nürnberg (4. Teil der vierteiligen Fassung),2020,26.11.2020,DRA,WDR 3,Based on diaries,adaptation,Hörspielbearbeitung,Gustav M. Gilbert and the Nuremberg trial defendants,author; psychologist; politician,Gustav M. Gilbert,Heinz Wilhelm Schwarz,https://hoerspiele.dra.de/detailansicht/4984474,"During the Nazi war crimes trials, the American forensic psychologist G.M. Gilbert had access to all defendants. He recorded his conversations with Herman Göring, Albert Speer and Franz von Papen in his “Nuremberg Diary”."
401,Brief an meine Mutter,2020,06.12.2020,DRA,NDR Info,Based on letters,adaptation,Hörspielbearbeitung,Georges Simenon and his mother,author; woman,Georges Simenon,,https://hoerspiele.dra.de/detailansicht/4985363,"When Georges Simenon comes to his hometown of Liège to accompany his 90-year-old mother during her last days, two washed-out gray eyes turn to him in the hospital room."
402,Und sicher ist mit mir die Welt verschwunden,2021,25.01.2021,DRA,MDR KULTUR,Biofiction,adaptation,Hörspielbearbeitung,a person at the end of life reflecting on their life,fictional character; ordinary person,Sibylle Berg,Beate Andres,https://hoerspiele.dra.de/detailansicht/4987036,"A spectacular exit, a final act of resistance marks the beginning of the end of the series of plays, which Sibylle Berg concludes with ""And surely the world has disappeared with me""."
403,Interview mit einem Stern (1. Teil der vierteiligen Fassung),2021,05.01.2021,DRA,Deutschlandfunk,Autobiographical lives,feature / documentary,"Originalhörspiel, Feature",Ernst Schnabel,author,Ernst Schnabel,Fritz Schröder-Jahn,https://hoerspiele.dra.de/detailansicht/4987241,"On March 3, 1951, Ernst Schnabel set off on a flight around the world. Completing the official formalities had taken three months; he had been vaccinated against 99 diseases, including the plague."
404,Interview mit einem Stern (2. Teil der vierteiligen Folge),2021,12.01.2021,DRA,Deutschlandfunk,Autobiographical lives,feature / documentary,"Originalhörspiel, Feature",Ernst Schnabel,author,Ernst Schnabel,Fritz Schröder-Jahn,https://hoerspiele.dra.de/detailansicht/4987242,"On March 3, 1951, Ernst Schnabel set off on a flight around the world. Completing the official formalities had taken three months; he had been vaccinated against 99 diseases, including the plague."
405,Interview mit einem Stern (3. Folge der vierteiligen Fassung),2021,19.01.2021,DRA,Deutschlandfunk,Autobiographical lives,feature / documentary,"Originalhörspiel, Feature",Ernst Schnabel,author,Ernst Schnabel,Fritz Schröder-Jahn,https://hoerspiele.dra.de/detailansicht/4987245,"On March 3, 1951, Ernst Schnabel set off on a flight around the world. Completing the official formalities had taken three months; he had been vaccinated against 99 diseases, including the plague."
406,Interview mit einem Stern (4. Folge der vierteiligen Fassung),2021,26.01.2021,DRA,Deutschlandfunk,Autobiographical lives,feature / documentary,"Originalhörspiel, Feature",Ernst Schnabel,author,Ernst Schnabel,Fritz Schröder-Jahn,https://hoerspiele.dra.de/detailansicht/4987246,"On March 3, 1951, Ernst Schnabel set off on a flight around the world. Completing the official formalities had taken three months; he had been vaccinated against 99 diseases, including the plague."
407,Curtain Call!,2021,24.04.2021,DRA,hr2-kultur,Based on diaries,original radio play,Originalhörspiel,an actress on the verge of a nervous breakdown,actor; woman,Uwe Dierksen; Judith Rosmair,,https://hoerspiele.dra.de/detailansicht/4990645,"An actress on the verge of a nervous breakdown! Tomorrow is the premiere of Tolstoy's Anna Karenina, and she hasn't been able to sleep for weeks. But that night she finds her mother's diary and is swept into a nightmarish stream of consciousness of childhood memories, existential fears and rebellion."
